,Sigla Empresa,Nombre,Año,Número de Mes,Origen,Nombre.1,Ciudad Origen,Pais Origen,Destino,Nombre.2,Ciudad Destino,Pais Destino,Tráfico (N/I),Pasajeros
9466,JBU,JETBLUE AIRWAYS CORPORATION,2022,12,JAX,JACKSONVILLE INTERNAL AIRPORT,FLORIDA,ESTADOS UNIDOS,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,I,22.0
9467,JBU,JETBLUE AIRWAYS CORPORATION,2022,12,JFK,JOHN F KENNEDY INTL,NEW YORK,ESTADOS UNIDOS,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,198.0
9468,JBU,JETBLUE AIRWAYS CORPORATION,2022,12,JFK,JOHN F KENNEDY INTL,NEW YORK,ESTADOS UNIDOS,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,I,4.434
9469,JBU,JETBLUE AIRWAYS CORPORATION,2022,12,JFK,JOHN F KENNEDY INTL,NEW YORK,ESTADOS UNIDOS,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,I,152.0
9470,JBU,JETBLUE AIRWAYS CORPORATION,2022,12,LAS,LAS VEGAS,LAS VEGAS,ESTADOS UNIDOS,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,I,59.0
9471,JBU,JETBLUE AIRWAYS CORPORATION,2022,12,LAX,LOS ANGELES INTL,LOS ANGELES,ESTADOS UNIDOS,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,26.0
9472,JBU,JETBLUE AIRWAYS CORPORATION,2022,12,LAX,LOS ANGELES INTL,LOS ANGELES,ESTADOS UNIDOS,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,I,16.0
9473,JBU,JETBLUE AIRWAYS CORPORATION,2022,12,LAX,LOS ANGELES INTL,LOS ANGELES,ESTADOS UNIDOS,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,I,55.0
9474,JBU,JETBLUE AIRWAYS CORPORATION,2022,12,MCO,HERDON,ORLANDO,ESTADOS UNIDOS,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,I,3.0
9475,JBU,JETBLUE AIRWAYS CORPORATION,2022,12,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,ATL,HARTSFIELD JACKSON ATLANTA INTL,ATLANTA,ESTADOS UNIDOS,I,252.0
9476,JBU,JETBLUE AIRWAYS CORPORATION,2022,12,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,BDL,BRADLEY INTL,CONNECTICUT,ESTADOS UNIDOS,I,27.0
9477,JBU,JETBLUE AIRWAYS CORPORATION,2022,12,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,BOS,GEN.EDWARD L.LOGAN,BOSTON,ESTADOS UNIDOS,I,243.0
9478,JBU,JETBLUE AIRWAYS CORPORATION,2022,12,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,CHS,CHARLESTON AFB INTL,CHARLESTON,ESTADOS UNIDOS,I,3.0
9479,JBU,JETBLUE AIRWAYS CORPORATION,2022,12,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,EWR,NEWARK LIBERTY INTL,NEW YORK,ESTADOS UNIDOS,I,326.0
9480,JBU,JETBLUE AIRWAYS CORPORATION,2022,12,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,FLL,FORT LAUDERDALE HOLLYWOOD INTL,FORT LAUDERDALE,ESTADOS UNIDOS,I,2.822
9481,JBU,JETBLUE AIRWAYS CORPORATION,2022,12,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,HPN,WHITE PLAINS,NEW YORK,ESTADOS UNIDOS,I,21.0
9482,JBU,JETBLUE AIRWAYS CORPORATION,2022,12,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,JAX,JACKSONVILLE INTERNAL AIRPORT,FLORIDA,ESTADOS UNIDOS,I,13.0
9483,JBU,JETBLUE AIRWAYS CORPORATION,2022,12,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,JFK,JOHN F KENNEDY INTL,NEW YORK,ESTADOS UNIDOS,I,250.0
9484,JBU,JETBLUE AIRWAYS CORPORATION,2022,12,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,LAS,LAS VEGAS,LAS VEGAS,ESTADOS UNIDOS,I,28.0
9485,JBU,JETBLUE AIRWAYS CORPORATION,2022,12,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,LAX,LOS ANGELES INTL,LOS ANGELES,ESTADOS UNIDOS,I,134.0
9486,JBU,JETBLUE AIRWAYS CORPORATION,2022,12,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,PHL,"PHILADELPHIA INTL, PA.",PHILADELPHIA,ESTADOS UNIDOS,I,5.0
9487,JBU,JETBLUE AIRWAYS CORPORATION,2022,12,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,RDU,"DURHAM, NC.",RALEIGH,ESTADOS UNIDOS,I,34.0
9488,JBU,JETBLUE AIRWAYS CORPORATION,2022,12,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,RIC,INTER RICHMOND,RICHMOND,ESTADOS UNIDOS,I,38.0
9489,JBU,JETBLUE AIRWAYS CORPORATION,2022,12,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,SFO,"SAN FRANCISCO / INTL, CA.",SAN FRANCISCO,ESTADOS UNIDOS,I,27.0
9490,JBU,JETBLUE AIRWAYS CORPORATION,2022,12,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PUERTO RICO,I,6.0
9491,JBU,JETBLUE AIRWAYS CORPORATION,2022,12,MIA,MIAMI INTL,MIAMI,ESTADOS UNIDOS,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,I,5.0
9492,JBU,JETBLUE AIRWAYS CORPORATION,2022,12,MSY,MOISANT FIED,NEW ORLEANS,ESTADOS UNIDOS,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,1.0
9493,JBU,JETBLUE AIRWAYS CORPORATION,2022,12,MSY,MOISANT FIED,NEW ORLEANS,ESTADOS UNIDOS,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,I,1.0
9494,JBU,JETBLUE AIRWAYS CORPORATION,2022,12,NAS,NASSAU INTL,NASSAU,BAHAMAS,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,1.0
9495,JBU,JETBLUE AIRWAYS CORPORATION,2022,12,ORD,O .HARE,CHICAGO,ESTADOS UNIDOS,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,2.0
9496,JBU,JETBLUE AIRWAYS CORPORATION,2022,12,ORD,O .HARE,CHICAGO,ESTADOS UNIDOS,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,I,5.0
9497,JBU,JETBLUE AIRWAYS CORPORATION,2022,12,ORD,O .HARE,CHICAGO,ESTADOS UNIDOS,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,I,2.0
9498,JBU,JETBLUE AIRWAYS CORPORATION,2022,12,ORH,ORIHUECA,CIENAGA,COLOMBIA,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,N,9.0
9499,JBU,JETBLUE AIRWAYS CORPORATION,2022,12,ORH,ORIHUECA,CIENAGA,COLOMBIA,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,N,13.0
9500,JBU,JETBLUE AIRWAYS CORPORATION,2022,12,PAP,PORT AU PRINCE INTL,PUERTO PRINCIPE,HAITI,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,I,2.0
9501,JBU,JETBLUE AIRWAYS CORPORATION,2022,12,PHL,"PHILADELPHIA INTL, PA.",PHILADELPHIA,ESTADOS UNIDOS,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,1.0
9502,JBU,JETBLUE AIRWAYS CORPORATION,2022,12,PHL,"PHILADELPHIA INTL, PA.",PHILADELPHIA,ESTADOS UNIDOS,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,I,15.0
9503,JBU,JETBLUE AIRWAYS CORPORATION,2022,12,PHX,SKY HARBORT INTERNATIONAL,ARIZONA,ESTADOS UNIDOS,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,I,7.0
9504,JBU,JETBLUE AIRWAYS CORPORATION,2022,12,PHX,SKY HARBORT INTERNATIONAL,ARIZONA,ESTADOS UNIDOS,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,I,13.0
9505,JBU,JETBLUE AIRWAYS CORPORATION,2022,12,PVD,THEODORE FRANCIS,PROVIDENCE,ESTADOS UNIDOS,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,I,2.0
9506,JBU,JETBLUE AIRWAYS CORPORATION,2022,12,RDU,"DURHAM, NC.",RALEIGH,ESTADOS UNIDOS,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,10.0
9507,JBU,JETBLUE AIRWAYS CORPORATION,2022,12,RDU,"DURHAM, NC.",RALEIGH,ESTADOS UNIDOS,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,I,81.0
9508,JBU,JETBLUE AIRWAYS CORPORATION,2022,12,RIC,INTER RICHMOND,RICHMOND,ESTADOS UNIDOS,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,7.0
9509,JBU,JETBLUE AIRWAYS CORPORATION,2022,12,RIC,INTER RICHMOND,RICHMOND,ESTADOS UNIDOS,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,I,57.0
9510,JBU,JETBLUE AIRWAYS CORPORATION,2022,12,ROC,MONREO CONUTRY,ROCHETER,ESTADOS UNIDOS,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,I,13.0
9511,JBU,JETBLUE AIRWAYS CORPORATION,2022,12,SAN,LINDBERGH FIELD,SAN DIEGO,ESTADOS UNIDOS,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,I,5.0
9512,JBU,JETBLUE AIRWAYS CORPORATION,2022,12,SAN,LINDBERGH FIELD,SAN DIEGO,ESTADOS UNIDOS,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,I,5.0
9513,JBU,JETBLUE AIRWAYS CORPORATION,2022,12,SEA,SEATTLE,SEATTLE,ESTADOS UNIDOS,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,I,13.0
9514,JBU,JETBLUE AIRWAYS CORPORATION,2022,12,SFO,"SAN FRANCISCO / INTL, CA.",SAN FRANCISCO,ESTADOS UNIDOS,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,47.0
9515,JBU,JETBLUE AIRWAYS CORPORATION,2022,12,SFO,"SAN FRANCISCO / INTL, CA.",SAN FRANCISCO,ESTADOS UNIDOS,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,I,42.0
9516,JBU,JETBLUE AIRWAYS CORPORATION,2022,12,SFO,"SAN FRANCISCO / INTL, CA.",SAN FRANCISCO,ESTADOS UNIDOS,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,I,100.0
9517,JBU,JETBLUE AIRWAYS CORPORATION,2022,12,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PUERTO RICO,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,1.0
9518,JBU,JETBLUE AIRWAYS CORPORATION,2022,12,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PUERTO RICO,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,I,23.0
9519,JBU,JETBLUE AIRWAYS CORPORATION,2022,12,SMF,SACRAMENTO,SACRAMENTO,ESTADOS UNIDOS,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,I,9.0
9520,JBU,JETBLUE AIRWAYS CORPORATION,2022,12,SYR,SYRACUSE INTER,SYRACUSE,ESTADOS UNIDOS,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,I,2.0
9521,JBU,JETBLUE AIRWAYS CORPORATION,2022,12,TPA,TAMPA INTL,TAMPA,ESTADOS UNIDOS,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,I,1.0
9522,KLM,KLM,2022,12,ABZ,CYDE,ABENDEEN,INGLATERRA,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,10.0
9523,KLM,KLM,2022,12,ACC,KOTAKA INT AIRPORT,ACCRA,GHANA,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,10.0
9524,KLM,KLM,2022,12,ACC,KOTAKA INT AIRPORT,ACCRA,GHANA,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,I,4.0
9525,KLM,KLM,2022,12,AGP,MALAGA,MALAGA,ESPANA,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,2.0
9526,KLM,KLM,2022,12,AGP,MALAGA,MALAGA,ESPANA,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,I,3.0
9527,KLM,KLM,2022,12,ALC,ALICANTE,ALICANTE,ESPANA,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,1.0
9528,KLM,KLM,2022,12,ALC,ALICANTE,ALICANTE,ESPANA,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,I,6.0
9529,KLM,KLM,2022,12,AMS,SCHIPHOL,AMSTERDAM,HOLANDA,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,2.112
9530,KLM,KLM,2022,12,AMS,SCHIPHOL,AMSTERDAM,HOLANDA,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,I,545.0
9531,KLM,KLM,2022,12,ARN,ARLAND,ESTOCOLMO,SUECIA,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,166.0
9532,KLM,KLM,2022,12,ARN,ARLAND,ESTOCOLMO,SUECIA,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,I,56.0
9533,KLM,KLM,2022,12,ATH,ELEFTHERIC,ATENAS,GRECIA,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,46.0
9534,KLM,KLM,2022,12,ATH,ELEFTHERIC,ATENAS,GRECIA,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,I,9.0
9535,KLM,KLM,2022,12,BCN,BARCELONA,BARCELONA,ESPANA,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,37.0
9536,KLM,KLM,2022,12,BCN,BARCELONA,BARCELONA,ESPANA,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,I,43.0
9537,KLM,KLM,2022,12,BER,BECERRIL,BECERRIL,COLOMBIA,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,N,284.0
9538,KLM,KLM,2022,12,BER,BECERRIL,BECERRIL,COLOMBIA,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,N,69.0
9539,KLM,KLM,2022,12,BHX,INTERNATIONAL BIRMINGHAN,BIRMINGHAN,INGLATERRA,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,27.0
9540,KLM,KLM,2022,12,BHX,INTERNATIONAL BIRMINGHAN,BIRMINGHAN,INGLATERRA,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,I,9.0
9541,KLM,KLM,2022,12,BIO,BILBAO,BILBAO,ESPANA,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,1.0
9542,KLM,KLM,2022,12,BLL,BILLUND,BILLUND,DINAMARCA,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,48.0
9543,KLM,KLM,2022,12,BLL,BILLUND,BILLUND,DINAMARCA,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,I,10.0
9544,KLM,KLM,2022,12,BLQ,GUGLIELMO MARCONI,BOLOGNA,ITALIA,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,36.0
9545,KLM,KLM,2022,12,BLQ,GUGLIELMO MARCONI,BOLOGNA,ITALIA,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,I,26.0
9546,KLM,KLM,2022,12,BOD,BORDEAUX,BORDEAUX,FRANCIA,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,14.0
9547,KLM,KLM,2022,12,BOD,BORDEAUX,BORDEAUX,FRANCIA,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,I,10.0
9548,KLM,KLM,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,ABZ,CYDE,ABENDEEN,INGLATERRA,I,5.0
9549,KLM,KLM,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,ACC,KOTAKA INT AIRPORT,ACCRA,GHANA,I,3.0
9550,KLM,KLM,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,AGP,MALAGA,MALAGA,ESPANA,I,24.0
9551,KLM,KLM,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,ALC,ALICANTE,ALICANTE,ESPANA,I,26.0
9552,KLM,KLM,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,AMS,SCHIPHOL,AMSTERDAM,HOLANDA,I,1.0
9553,KLM,KLM,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,ARN,ARLAND,ESTOCOLMO,SUECIA,I,102.0
9554,KLM,KLM,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,ATH,ELEFTHERIC,ATENAS,GRECIA,I,24.0
9555,KLM,KLM,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,AUH,ABU DHABI,ABU DHABI,EMIRATOS ARABE,I,4.0
9556,KLM,KLM,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,BCN,BARCELONA,BARCELONA,ESPANA,I,130.0
9557,KLM,KLM,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,BER,BECERRIL,BECERRIL,COLOMBIA,N,238.0
9558,KLM,KLM,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,BEY,INTERNATIONAL,BEIRUT,LIBANO,I,1.0
9559,KLM,KLM,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,BHX,INTERNATIONAL BIRMINGHAN,BIRMINGHAN,INGLATERRA,I,6.0
9560,KLM,KLM,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,BIO,BILBAO,BILBAO,ESPANA,I,9.0
9561,KLM,KLM,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,BLL,BILLUND,BILLUND,DINAMARCA,I,16.0
9562,KLM,KLM,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,BLQ,GUGLIELMO MARCONI,BOLOGNA,ITALIA,I,13.0
9563,KLM,KLM,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,BOD,BORDEAUX,BORDEAUX,FRANCIA,I,17.0
9564,KLM,KLM,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,BOM,MUMBAI,MUMBAI,INDIA,I,47.0
9565,KLM,KLM,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,BRU,BRUXELLES,BRUSELAS,BELGICA,I,61.0
9566,KLM,KLM,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,BSL,EUROAIRPORT,BASEL,SUIZA,I,38.0
9567,KLM,KLM,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,BUD,FERIHEGY,BUDAPEST,HUNGRIA,I,22.0
9568,KLM,KLM,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,CDG,CHARLES DE GAULLE,PARIS,FRANCIA,I,264.0
9569,KLM,KLM,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,CPH,KASTRUP,COPENHAGEN,DINAMARCA,I,103.0
9570,KLM,KLM,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,DAR,DARIEN CALIMA,DARIEN - VALLE,COLOMBIA,N,6.0
9571,KLM,KLM,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,DEL,DELICIAS,YOPAL,COLOMBIA,N,63.0
9572,KLM,KLM,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,DUB,DUBLIN,DUBLIN,IRLANDA,I,29.0
9573,KLM,KLM,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,DXB,INTERNATIONAL DUBAI,DUBAI,EMIRATOS ARABE,I,297.0
9574,KLM,KLM,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,FCO,FIUMIFINO,ROMA,ITALIA,I,88.0
9575,KLM,KLM,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,FLR,LAS FLORES,CODAZZI,COLOMBIA,N,1.0
9576,KLM,KLM,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,FRA,FRANKFURT MAIN,FRANKFURT,ALEMANIA,I,88.0
9577,KLM,KLM,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,GLA,GLASGOW INTERNATIONAL,GLASGOW,INGLATERRA,I,11.0
9578,KLM,KLM,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,GVA,SESTRI,GENOVA,ITALIA,I,47.0
9579,KLM,KLM,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,HAJ,HANNOVER,HANNOVER,ALEMANIA,I,17.0
9580,KLM,KLM,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,HAM,FUHLSBUETTEL,HAMBURG,ALEMANIA,I,111.0
9581,KLM,KLM,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,HEL,HELITAXI,BOGOTA,COLOMBIA,N,18.0
9582,KLM,KLM,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,HKG,CHEK LAP KOK,HONG KONG,HONG KONG,I,31.0
9583,KLM,KLM,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,ICN,INTERNATIONAL INCHEON,INCHEON,KOREA,I,55.0
9584,KLM,KLM,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,IST,ISTANBUL AIRPORT,ESTAMBUL,TURQUIA,I,18.0
9585,KLM,KLM,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,KEF,REYKJAVIK,KEFLAVIK,ISLANDIA,I,6.0
9586,KLM,KLM,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,KUL,SEPANG,KUALA,MALASIA,I,8.0
9587,KLM,KLM,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,KWI,INTERNATIONAL KUWAIT,KUWAIT,KUWAIT,I,3.0
9588,KLM,KLM,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,LHR,HEATHROW,LONDRES,INGLATERRA,I,47.0
9589,KLM,KLM,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,LIS,LISBOA,LISBOA,PORTUGAL,I,19.0
9590,KLM,KLM,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,LOS,LOS MANGOS,SALDA\A,COLOMBIA,N,6.0
9591,KLM,KLM,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,LPA,LA PALMA,BOSCONIA,COLOMBIA,N,2.0
9592,KLM,KLM,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,LUX,LUXEMBOURG,LUXEMBURGO,LUXEMBURGO,I,37.0
9593,KLM,KLM,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,LYS,LYON,LYON,FRANCIA,I,65.0
9594,KLM,KLM,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,MAD,BARAJAS,MADRID,ESPANA,I,101.0
9595,KLM,KLM,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,MNL,NINOY AQUINO,MANILA,FILIPINAS,I,13.0
9596,KLM,KLM,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,MRS,MARSELLA - PROVENZA,MARSELLA,FRANCIA,I,15.0
9597,KLM,KLM,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,MUC,AEROPUERTO INTERNACIONAL DE MUNICH,MUNICH,ALEMANIA,I,53.0
9598,KLM,KLM,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,MXP,MALPENSA,MILANO,ITALIA,I,9.0
9599,KLM,KLM,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,NCE,COTE D'AZUR,NICE,FRANCIA,I,5.0
9600,KLM,KLM,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,NRT,NARITA,TOKIO,JAPON,I,7.0
9601,KLM,KLM,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,OPO,PORTO,PORTO,PORTUGAL,I,4.0
9602,KLM,KLM,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,OSL,GARDERMOEN,OSLO,NORUEGA,I,53.0
9603,KLM,KLM,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,OTP,AEROPUERTO DE OTOPENI,BUCAREST,RUMANIA,I,6.0
9604,KLM,KLM,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,PMI,PALMA DE MAYORCA,MADRID,ESPANA,I,1.0
9605,KLM,KLM,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,PRG,RUZYNE,PRAGA,NUEVA ZELANDA,I,27.0
9606,KLM,KLM,2022,12,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,PVG,PU DONG,SHANGHAI,CHINA,I,17.0
