,Sigla Empresa,Nombre,Año,Número de Mes,Origen,Nombre.1,Ciudad Origen,Pais Origen,Destino,Nombre.2,Ciudad Destino,Pais Destino,Tráfico (N/I),Pasajeros
2203,AVA,AVIANCA,2023,1,ADZ,SAN ANDRES-GUSTAVO ROJAS PINILLA,SAN ANDRES - ISLA,COLOMBIA,CUR,HATO,CURACAO,ANTILLAS HOLANDESAS,I,2.0
2204,AVA,AVIANCA,2023,1,ADZ,SAN ANDRES-GUSTAVO ROJAS PINILLA,SAN ANDRES - ISLA,COLOMBIA,EZE,MINISTRO PISTARINI,EZEIZA,ARGENTINA,I,187.0
2205,AVA,AVIANCA,2023,1,ADZ,SAN ANDRES-GUSTAVO ROJAS PINILLA,SAN ANDRES - ISLA,COLOMBIA,GIG,RIO DE JANEIRO - GALEAO,RIO DE JANEIRO,BRASIL,I,130.0
2206,AVA,AVIANCA,2023,1,ADZ,SAN ANDRES-GUSTAVO ROJAS PINILLA,SAN ANDRES - ISLA,COLOMBIA,GRU,GUARULHOS,SAO PAULO,BRASIL,I,498.0
2207,AVA,AVIANCA,2023,1,ADZ,SAN ANDRES-GUSTAVO ROJAS PINILLA,SAN ANDRES - ISLA,COLOMBIA,GYE,SIMON BOLIVAR,GUAYAQUIL,ECUADOR,I,70.0
2208,AVA,AVIANCA,2023,1,ADZ,SAN ANDRES-GUSTAVO ROJAS PINILLA,SAN ANDRES - ISLA,COLOMBIA,JFK,JOHN F KENNEDY INTL,NEW YORK,ESTADOS UNIDOS,I,14.0
2209,AVA,AVIANCA,2023,1,ADZ,SAN ANDRES-GUSTAVO ROJAS PINILLA,SAN ANDRES - ISLA,COLOMBIA,LAX,LOS ANGELES INTL,LOS ANGELES,ESTADOS UNIDOS,I,1.0
2210,AVA,AVIANCA,2023,1,ADZ,SAN ANDRES-GUSTAVO ROJAS PINILLA,SAN ANDRES - ISLA,COLOMBIA,LET,LETICIA-ALFREDO VASQUEZ COBO,LETICIA,COLOMBIA,N,6.0
2211,AVA,AVIANCA,2023,1,ADZ,SAN ANDRES-GUSTAVO ROJAS PINILLA,SAN ANDRES - ISLA,COLOMBIA,LIM,CALLAO /INTL JORGE CHAVEZ,LIMA,PERU,I,153.0
2212,AVA,AVIANCA,2023,1,ADZ,SAN ANDRES-GUSTAVO ROJAS PINILLA,SAN ANDRES - ISLA,COLOMBIA,LPB,EL ALTO INTERNACIONAL,LA PAZ,BOLIVIA,I,11.0
2213,AVA,AVIANCA,2023,1,ADZ,SAN ANDRES-GUSTAVO ROJAS PINILLA,SAN ANDRES - ISLA,COLOMBIA,MAD,BARAJAS,MADRID,ESPANA,I,16.0
2214,AVA,AVIANCA,2023,1,ADZ,SAN ANDRES-GUSTAVO ROJAS PINILLA,SAN ANDRES - ISLA,COLOMBIA,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,N,965.0
2215,AVA,AVIANCA,2023,1,ADZ,SAN ANDRES-GUSTAVO ROJAS PINILLA,SAN ANDRES - ISLA,COLOMBIA,MEX,LICENCIADO BENITO JUAREZ INTL,MEXICO,MEXICO,I,13.0
2216,AVA,AVIANCA,2023,1,ADZ,SAN ANDRES-GUSTAVO ROJAS PINILLA,SAN ANDRES - ISLA,COLOMBIA,MIA,MIAMI INTL,MIAMI,ESTADOS UNIDOS,I,15.0
2217,AVA,AVIANCA,2023,1,ADZ,SAN ANDRES-GUSTAVO ROJAS PINILLA,SAN ANDRES - ISLA,COLOMBIA,MTR,MONTERIA - LOS GARZONES,MONTERIA,COLOMBIA,N,32.0
2218,AVA,AVIANCA,2023,1,ADZ,SAN ANDRES-GUSTAVO ROJAS PINILLA,SAN ANDRES - ISLA,COLOMBIA,MVD,CARRASCO,MONTEVIDEO,URUGUAY,I,46.0
2219,AVA,AVIANCA,2023,1,ADZ,SAN ANDRES-GUSTAVO ROJAS PINILLA,SAN ANDRES - ISLA,COLOMBIA,PEI,PEREIRA - MATECAÑAS,PEREIRA,COLOMBIA,N,1.412
2220,AVA,AVIANCA,2023,1,ADZ,SAN ANDRES-GUSTAVO ROJAS PINILLA,SAN ANDRES - ISLA,COLOMBIA,PSO,PASTO - ANTONIO NARIQO,PASTO,COLOMBIA,N,11.0
2221,AVA,AVIANCA,2023,1,ADZ,SAN ANDRES-GUSTAVO ROJAS PINILLA,SAN ANDRES - ISLA,COLOMBIA,PTY,TOCUMEN INTL,PANAMA,PANAMA,I,18.0
2222,AVA,AVIANCA,2023,1,ADZ,SAN ANDRES-GUSTAVO ROJAS PINILLA,SAN ANDRES - ISLA,COLOMBIA,PUJ,PUNTA CANA INTL,PUNTA CANA,REPUBLICA DOMINICANA,I,4.0
2223,AVA,AVIANCA,2023,1,ADZ,SAN ANDRES-GUSTAVO ROJAS PINILLA,SAN ANDRES - ISLA,COLOMBIA,SAL,EL SALVADOR INTL,SAN SALVADOR,EL SALVADOR,I,1.0
2224,AVA,AVIANCA,2023,1,ADZ,SAN ANDRES-GUSTAVO ROJAS PINILLA,SAN ANDRES - ISLA,COLOMBIA,SCL,ARTURO MERINO BENITEZ INTL,SANTIAGO,CHILE,I,231.0
2225,AVA,AVIANCA,2023,1,ADZ,SAN ANDRES-GUSTAVO ROJAS PINILLA,SAN ANDRES - ISLA,COLOMBIA,SJO,JUAN SANTAMARIA INTL,SAN JOSE,COSTA RICA,I,25.0
2226,AVA,AVIANCA,2023,1,ADZ,SAN ANDRES-GUSTAVO ROJAS PINILLA,SAN ANDRES - ISLA,COLOMBIA,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PUERTO RICO,I,4.0
2227,AVA,AVIANCA,2023,1,ADZ,SAN ANDRES-GUSTAVO ROJAS PINILLA,SAN ANDRES - ISLA,COLOMBIA,SMR,SIMON BOLIVAR,SANTA MARTA,COLOMBIA,N,36.0
2228,AVA,AVIANCA,2023,1,ADZ,SAN ANDRES-GUSTAVO ROJAS PINILLA,SAN ANDRES - ISLA,COLOMBIA,UIO,AEROPUERTO INTERNACIONAL MARISCAL S,QUITO,ECUADOR,I,133.0
2229,AVA,AVIANCA,2023,1,ADZ,SAN ANDRES-GUSTAVO ROJAS PINILLA,SAN ANDRES - ISLA,COLOMBIA,VUP,ALFONSO LOPEZ PUMAREJO.,VALLEDUPAR,COLOMBIA,N,12.0
2230,AVA,AVIANCA,2023,1,ASU,SILVIO PETTIROSSI INTL,ASUNCION,PARAGUAY,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,2.125
2231,AVA,AVIANCA,2023,1,AUA,REINA BEATRIX INTL,ARUBA,ANTILLAS HOLANDESAS,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,737.0
2232,AVA,AVIANCA,2023,1,AXM,EL EDEN,ARMENIA,COLOMBIA,ADZ,SAN ANDRES-GUSTAVO ROJAS PINILLA,SAN ANDRES - ISLA,COLOMBIA,N,25.0
2233,AVA,AVIANCA,2023,1,AXM,EL EDEN,ARMENIA,COLOMBIA,AUA,REINA BEATRIX INTL,ARUBA,ANTILLAS HOLANDESAS,I,18.0
2234,AVA,AVIANCA,2023,1,AXM,EL EDEN,ARMENIA,COLOMBIA,BAQ,BARRANQUILLA-E. CORTISSOZ,BARRANQUILLA,COLOMBIA,N,737.0
2235,AVA,AVIANCA,2023,1,AXM,EL EDEN,ARMENIA,COLOMBIA,BCN,BARCELONA,BARCELONA,ESPANA,I,126.0
2236,AVA,AVIANCA,2023,1,AXM,EL EDEN,ARMENIA,COLOMBIA,BGA,BUCARAMANGA - PALONEGRO,BUCARAMANGA,COLOMBIA,N,44.0
2237,AVA,AVIANCA,2023,1,AXM,EL EDEN,ARMENIA,COLOMBIA,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,N,4.685
2238,AVA,AVIANCA,2023,1,AXM,EL EDEN,ARMENIA,COLOMBIA,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,N,379.0
2239,AVA,AVIANCA,2023,1,AXM,EL EDEN,ARMENIA,COLOMBIA,CUC,CAMILO DAZA,CUCUTA,COLOMBIA,N,42.0
2240,AVA,AVIANCA,2023,1,AXM,EL EDEN,ARMENIA,COLOMBIA,CUN,CANCUN INTL,CANCUN,MEXICO,I,10.0
2241,AVA,AVIANCA,2023,1,AXM,EL EDEN,ARMENIA,COLOMBIA,CUR,HATO,CURACAO,ANTILLAS HOLANDESAS,I,1.0
2242,AVA,AVIANCA,2023,1,AXM,EL EDEN,ARMENIA,COLOMBIA,EZE,MINISTRO PISTARINI,EZEIZA,ARGENTINA,I,4.0
2243,AVA,AVIANCA,2023,1,AXM,EL EDEN,ARMENIA,COLOMBIA,GIG,RIO DE JANEIRO - GALEAO,RIO DE JANEIRO,BRASIL,I,1.0
2244,AVA,AVIANCA,2023,1,AXM,EL EDEN,ARMENIA,COLOMBIA,GRU,GUARULHOS,SAO PAULO,BRASIL,I,23.0
2245,AVA,AVIANCA,2023,1,AXM,EL EDEN,ARMENIA,COLOMBIA,GUA,LA AURORA,GUATEMALA,GUATEMALA,I,4.0
2246,AVA,AVIANCA,2023,1,AXM,EL EDEN,ARMENIA,COLOMBIA,GYE,SIMON BOLIVAR,GUAYAQUIL,ECUADOR,I,19.0
2247,AVA,AVIANCA,2023,1,AXM,EL EDEN,ARMENIA,COLOMBIA,IAD,DULLES INTL D.C.,WASHINGTON,ESTADOS UNIDOS,I,11.0
2248,AVA,AVIANCA,2023,1,AXM,EL EDEN,ARMENIA,COLOMBIA,JFK,JOHN F KENNEDY INTL,NEW YORK,ESTADOS UNIDOS,I,287.0
2249,AVA,AVIANCA,2023,1,AXM,EL EDEN,ARMENIA,COLOMBIA,LAX,LOS ANGELES INTL,LOS ANGELES,ESTADOS UNIDOS,I,24.0
2250,AVA,AVIANCA,2023,1,AXM,EL EDEN,ARMENIA,COLOMBIA,LHR,HEATHROW,LONDRES,INGLATERRA,I,94.0
2251,AVA,AVIANCA,2023,1,AXM,EL EDEN,ARMENIA,COLOMBIA,LIM,CALLAO /INTL JORGE CHAVEZ,LIMA,PERU,I,5.0
2252,AVA,AVIANCA,2023,1,AXM,EL EDEN,ARMENIA,COLOMBIA,MAD,BARAJAS,MADRID,ESPANA,I,173.0
2253,AVA,AVIANCA,2023,1,AXM,EL EDEN,ARMENIA,COLOMBIA,MCO,HERDON,ORLANDO,ESTADOS UNIDOS,I,7.0
2254,AVA,AVIANCA,2023,1,AXM,EL EDEN,ARMENIA,COLOMBIA,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,N,250.0
2255,AVA,AVIANCA,2023,1,AXM,EL EDEN,ARMENIA,COLOMBIA,MEX,LICENCIADO BENITO JUAREZ INTL,MEXICO,MEXICO,I,34.0
2256,AVA,AVIANCA,2023,1,AXM,EL EDEN,ARMENIA,COLOMBIA,MIA,MIAMI INTL,MIAMI,ESTADOS UNIDOS,I,45.0
2257,AVA,AVIANCA,2023,1,AXM,EL EDEN,ARMENIA,COLOMBIA,MTR,MONTERIA - LOS GARZONES,MONTERIA,COLOMBIA,N,6.0
2258,AVA,AVIANCA,2023,1,AXM,EL EDEN,ARMENIA,COLOMBIA,PEI,PEREIRA - MATECAÑAS,PEREIRA,COLOMBIA,N,2.0
2259,AVA,AVIANCA,2023,1,AXM,EL EDEN,ARMENIA,COLOMBIA,PSO,PASTO - ANTONIO NARIQO,PASTO,COLOMBIA,N,14.0
2260,AVA,AVIANCA,2023,1,AXM,EL EDEN,ARMENIA,COLOMBIA,PTY,TOCUMEN INTL,PANAMA,PANAMA,I,51.0
2261,AVA,AVIANCA,2023,1,AXM,EL EDEN,ARMENIA,COLOMBIA,PUJ,PUNTA CANA INTL,PUNTA CANA,REPUBLICA DOMINICANA,I,2.0
2262,AVA,AVIANCA,2023,1,AXM,EL EDEN,ARMENIA,COLOMBIA,RCH,ALMIRANTE PADILLA,RIOHACHA,COLOMBIA,N,7.0
2263,AVA,AVIANCA,2023,1,AXM,EL EDEN,ARMENIA,COLOMBIA,SAL,EL SALVADOR INTL,SAN SALVADOR,EL SALVADOR,I,2.0
2264,AVA,AVIANCA,2023,1,AXM,EL EDEN,ARMENIA,COLOMBIA,SCL,ARTURO MERINO BENITEZ INTL,SANTIAGO,CHILE,I,17.0
2265,AVA,AVIANCA,2023,1,AXM,EL EDEN,ARMENIA,COLOMBIA,SDQ,LAS AMERICAS,SANTO DOMINGO,REPUBLICA DOMINICANA,I,6.0
2266,AVA,AVIANCA,2023,1,AXM,EL EDEN,ARMENIA,COLOMBIA,SJO,JUAN SANTAMARIA INTL,SAN JOSE,COSTA RICA,I,22.0
2267,AVA,AVIANCA,2023,1,AXM,EL EDEN,ARMENIA,COLOMBIA,SMR,SIMON BOLIVAR,SANTA MARTA,COLOMBIA,N,22.0
2268,AVA,AVIANCA,2023,1,AXM,EL EDEN,ARMENIA,COLOMBIA,UIO,AEROPUERTO INTERNACIONAL MARISCAL S,QUITO,ECUADOR,I,33.0
2269,AVA,AVIANCA,2023,1,AXM,EL EDEN,ARMENIA,COLOMBIA,VUP,ALFONSO LOPEZ PUMAREJO.,VALLEDUPAR,COLOMBIA,N,24.0
2270,AVA,AVIANCA,2023,1,AXM,EL EDEN,ARMENIA,COLOMBIA,YYZ,LESTER B PEARSON INTL,TORONTO,CANADA,I,33.0
2271,AVA,AVIANCA,2023,1,BAQ,BARRANQUILLA-E. CORTISSOZ,BARRANQUILLA,COLOMBIA,ADZ,SAN ANDRES-GUSTAVO ROJAS PINILLA,SAN ANDRES - ISLA,COLOMBIA,N,1.114
2272,AVA,AVIANCA,2023,1,BAQ,BARRANQUILLA-E. CORTISSOZ,BARRANQUILLA,COLOMBIA,ASU,SILVIO PETTIROSSI INTL,ASUNCION,PARAGUAY,I,13.0
2273,AVA,AVIANCA,2023,1,BAQ,BARRANQUILLA-E. CORTISSOZ,BARRANQUILLA,COLOMBIA,AUA,REINA BEATRIX INTL,ARUBA,ANTILLAS HOLANDESAS,I,168.0
2274,AVA,AVIANCA,2023,1,BAQ,BARRANQUILLA-E. CORTISSOZ,BARRANQUILLA,COLOMBIA,AXM,EL EDEN,ARMENIA,COLOMBIA,N,1.606
2275,AVA,AVIANCA,2023,1,BAQ,BARRANQUILLA-E. CORTISSOZ,BARRANQUILLA,COLOMBIA,BCN,BARCELONA,BARCELONA,ESPANA,I,199.0
2276,AVA,AVIANCA,2023,1,BAQ,BARRANQUILLA-E. CORTISSOZ,BARRANQUILLA,COLOMBIA,BGA,BUCARAMANGA - PALONEGRO,BUCARAMANGA,COLOMBIA,N,1.917
2277,AVA,AVIANCA,2023,1,BAQ,BARRANQUILLA-E. CORTISSOZ,BARRANQUILLA,COLOMBIA,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,N,38.28
2278,AVA,AVIANCA,2023,1,BAQ,BARRANQUILLA-E. CORTISSOZ,BARRANQUILLA,COLOMBIA,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,N,6.251
2279,AVA,AVIANCA,2023,1,BAQ,BARRANQUILLA-E. CORTISSOZ,BARRANQUILLA,COLOMBIA,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,N,2.0
2280,AVA,AVIANCA,2023,1,BAQ,BARRANQUILLA-E. CORTISSOZ,BARRANQUILLA,COLOMBIA,CUC,CAMILO DAZA,CUCUTA,COLOMBIA,N,1.21
2281,AVA,AVIANCA,2023,1,BAQ,BARRANQUILLA-E. CORTISSOZ,BARRANQUILLA,COLOMBIA,CUN,CANCUN INTL,CANCUN,MEXICO,I,276.0
2282,AVA,AVIANCA,2023,1,BAQ,BARRANQUILLA-E. CORTISSOZ,BARRANQUILLA,COLOMBIA,CUR,HATO,CURACAO,ANTILLAS HOLANDESAS,I,148.0
2283,AVA,AVIANCA,2023,1,BAQ,BARRANQUILLA-E. CORTISSOZ,BARRANQUILLA,COLOMBIA,EZE,MINISTRO PISTARINI,EZEIZA,ARGENTINA,I,289.0
2284,AVA,AVIANCA,2023,1,BAQ,BARRANQUILLA-E. CORTISSOZ,BARRANQUILLA,COLOMBIA,FLL,FORT LAUDERDALE HOLLYWOOD INTL,FORT LAUDERDALE,ESTADOS UNIDOS,I,17.0
2285,AVA,AVIANCA,2023,1,BAQ,BARRANQUILLA-E. CORTISSOZ,BARRANQUILLA,COLOMBIA,GIG,RIO DE JANEIRO - GALEAO,RIO DE JANEIRO,BRASIL,I,46.0
2286,AVA,AVIANCA,2023,1,BAQ,BARRANQUILLA-E. CORTISSOZ,BARRANQUILLA,COLOMBIA,GRU,GUARULHOS,SAO PAULO,BRASIL,I,66.0
2287,AVA,AVIANCA,2023,1,BAQ,BARRANQUILLA-E. CORTISSOZ,BARRANQUILLA,COLOMBIA,GUA,LA AURORA,GUATEMALA,GUATEMALA,I,29.0
2288,AVA,AVIANCA,2023,1,BAQ,BARRANQUILLA-E. CORTISSOZ,BARRANQUILLA,COLOMBIA,GYE,SIMON BOLIVAR,GUAYAQUIL,ECUADOR,I,68.0
2289,AVA,AVIANCA,2023,1,BAQ,BARRANQUILLA-E. CORTISSOZ,BARRANQUILLA,COLOMBIA,IAD,DULLES INTL D.C.,WASHINGTON,ESTADOS UNIDOS,I,29.0
2290,AVA,AVIANCA,2023,1,BAQ,BARRANQUILLA-E. CORTISSOZ,BARRANQUILLA,COLOMBIA,JFK,JOHN F KENNEDY INTL,NEW YORK,ESTADOS UNIDOS,I,175.0
2291,AVA,AVIANCA,2023,1,BAQ,BARRANQUILLA-E. CORTISSOZ,BARRANQUILLA,COLOMBIA,LAX,LOS ANGELES INTL,LOS ANGELES,ESTADOS UNIDOS,I,73.0
2292,AVA,AVIANCA,2023,1,BAQ,BARRANQUILLA-E. CORTISSOZ,BARRANQUILLA,COLOMBIA,LET,LETICIA-ALFREDO VASQUEZ COBO,LETICIA,COLOMBIA,N,11.0
2293,AVA,AVIANCA,2023,1,BAQ,BARRANQUILLA-E. CORTISSOZ,BARRANQUILLA,COLOMBIA,LHR,HEATHROW,LONDRES,INGLATERRA,I,71.0
2294,AVA,AVIANCA,2023,1,BAQ,BARRANQUILLA-E. CORTISSOZ,BARRANQUILLA,COLOMBIA,LIM,CALLAO /INTL JORGE CHAVEZ,LIMA,PERU,I,50.0
2295,AVA,AVIANCA,2023,1,BAQ,BARRANQUILLA-E. CORTISSOZ,BARRANQUILLA,COLOMBIA,LPB,EL ALTO INTERNACIONAL,LA PAZ,BOLIVIA,I,10.0
2296,AVA,AVIANCA,2023,1,BAQ,BARRANQUILLA-E. CORTISSOZ,BARRANQUILLA,COLOMBIA,MAD,BARAJAS,MADRID,ESPANA,I,524.0
2297,AVA,AVIANCA,2023,1,BAQ,BARRANQUILLA-E. CORTISSOZ,BARRANQUILLA,COLOMBIA,MCO,HERDON,ORLANDO,ESTADOS UNIDOS,I,40.0
2298,AVA,AVIANCA,2023,1,BAQ,BARRANQUILLA-E. CORTISSOZ,BARRANQUILLA,COLOMBIA,MDE,RIONEGRO - JOSE M. CORDOVA,RIONEGRO - ANTIOQUIA,COLOMBIA,N,6.497
2299,AVA,AVIANCA,2023,1,BAQ,BARRANQUILLA-E. CORTISSOZ,BARRANQUILLA,COLOMBIA,MEX,LICENCIADO BENITO JUAREZ INTL,MEXICO,MEXICO,I,277.0
2300,AVA,AVIANCA,2023,1,BAQ,BARRANQUILLA-E. CORTISSOZ,BARRANQUILLA,COLOMBIA,MIA,MIAMI INTL,MIAMI,ESTADOS UNIDOS,I,2.629
2301,AVA,AVIANCA,2023,1,BAQ,BARRANQUILLA-E. CORTISSOZ,BARRANQUILLA,COLOMBIA,MTR,MONTERIA - LOS GARZONES,MONTERIA,COLOMBIA,N,70.0
2302,AVA,AVIANCA,2023,1,BAQ,BARRANQUILLA-E. CORTISSOZ,BARRANQUILLA,COLOMBIA,MVD,CARRASCO,MONTEVIDEO,URUGUAY,I,5.0
2303,AVA,AVIANCA,2023,1,BAQ,BARRANQUILLA-E. CORTISSOZ,BARRANQUILLA,COLOMBIA,PEI,PEREIRA - MATECAÑAS,PEREIRA,COLOMBIA,N,2.144
2304,AVA,AVIANCA,2023,1,BAQ,BARRANQUILLA-E. CORTISSOZ,BARRANQUILLA,COLOMBIA,PSO,PASTO - ANTONIO NARIQO,PASTO,COLOMBIA,N,638.0
2305,AVA,AVIANCA,2023,1,BAQ,BARRANQUILLA-E. CORTISSOZ,BARRANQUILLA,COLOMBIA,PTY,TOCUMEN INTL,PANAMA,PANAMA,I,206.0
2306,AVA,AVIANCA,2023,1,BAQ,BARRANQUILLA-E. CORTISSOZ,BARRANQUILLA,COLOMBIA,PUJ,PUNTA CANA INTL,PUNTA CANA,REPUBLICA DOMINICANA,I,179.0
2307,AVA,AVIANCA,2023,1,BAQ,BARRANQUILLA-E. CORTISSOZ,BARRANQUILLA,COLOMBIA,RCH,ALMIRANTE PADILLA,RIOHACHA,COLOMBIA,N,9.0
2308,AVA,AVIANCA,2023,1,BAQ,BARRANQUILLA-E. CORTISSOZ,BARRANQUILLA,COLOMBIA,SAL,EL SALVADOR INTL,SAN SALVADOR,EL SALVADOR,I,24.0
2309,AVA,AVIANCA,2023,1,BAQ,BARRANQUILLA-E. CORTISSOZ,BARRANQUILLA,COLOMBIA,SCL,ARTURO MERINO BENITEZ INTL,SANTIAGO,CHILE,I,325.0
2310,AVA,AVIANCA,2023,1,BAQ,BARRANQUILLA-E. CORTISSOZ,BARRANQUILLA,COLOMBIA,SDQ,LAS AMERICAS,SANTO DOMINGO,REPUBLICA DOMINICANA,I,26.0
2311,AVA,AVIANCA,2023,1,BAQ,BARRANQUILLA-E. CORTISSOZ,BARRANQUILLA,COLOMBIA,SJO,JUAN SANTAMARIA INTL,SAN JOSE,COSTA RICA,I,90.0
2312,AVA,AVIANCA,2023,1,BAQ,BARRANQUILLA-E. CORTISSOZ,BARRANQUILLA,COLOMBIA,SJU,LUIS MUNOZ MARIN INTL,SAN JUAN,PUERTO RICO,I,70.0
2313,AVA,AVIANCA,2023,1,BAQ,BARRANQUILLA-E. CORTISSOZ,BARRANQUILLA,COLOMBIA,SMR,SIMON BOLIVAR,SANTA MARTA,COLOMBIA,N,1.0
2314,AVA,AVIANCA,2023,1,BAQ,BARRANQUILLA-E. CORTISSOZ,BARRANQUILLA,COLOMBIA,UIO,AEROPUERTO INTERNACIONAL MARISCAL S,QUITO,ECUADOR,I,56.0
2315,AVA,AVIANCA,2023,1,BAQ,BARRANQUILLA-E. CORTISSOZ,BARRANQUILLA,COLOMBIA,VUP,ALFONSO LOPEZ PUMAREJO.,VALLEDUPAR,COLOMBIA,N,72.0
2316,AVA,AVIANCA,2023,1,BAQ,BARRANQUILLA-E. CORTISSOZ,BARRANQUILLA,COLOMBIA,YYZ,LESTER B PEARSON INTL,TORONTO,CANADA,I,63.0
2317,AVA,AVIANCA,2023,1,BCN,BARCELONA,BARCELONA,ESPANA,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,I,7.583
2318,AVA,AVIANCA,2023,1,BGA,BUCARAMANGA - PALONEGRO,BUCARAMANGA,COLOMBIA,ADZ,SAN ANDRES-GUSTAVO ROJAS PINILLA,SAN ANDRES - ISLA,COLOMBIA,N,1.464
2319,AVA,AVIANCA,2023,1,BGA,BUCARAMANGA - PALONEGRO,BUCARAMANGA,COLOMBIA,ASU,SILVIO PETTIROSSI INTL,ASUNCION,PARAGUAY,I,12.0
2320,AVA,AVIANCA,2023,1,BGA,BUCARAMANGA - PALONEGRO,BUCARAMANGA,COLOMBIA,AUA,REINA BEATRIX INTL,ARUBA,ANTILLAS HOLANDESAS,I,89.0
2321,AVA,AVIANCA,2023,1,BGA,BUCARAMANGA - PALONEGRO,BUCARAMANGA,COLOMBIA,AXM,EL EDEN,ARMENIA,COLOMBIA,N,92.0
2322,AVA,AVIANCA,2023,1,BGA,BUCARAMANGA - PALONEGRO,BUCARAMANGA,COLOMBIA,BAQ,BARRANQUILLA-E. CORTISSOZ,BARRANQUILLA,COLOMBIA,N,1.803
2323,AVA,AVIANCA,2023,1,BGA,BUCARAMANGA - PALONEGRO,BUCARAMANGA,COLOMBIA,BCN,BARCELONA,BARCELONA,ESPANA,I,145.0
2324,AVA,AVIANCA,2023,1,BGA,BUCARAMANGA - PALONEGRO,BUCARAMANGA,COLOMBIA,BOG,BOGOTA - ELDORADO,BOGOTA,COLOMBIA,N,22.522
2325,AVA,AVIANCA,2023,1,BGA,BUCARAMANGA - PALONEGRO,BUCARAMANGA,COLOMBIA,CLO,CALI - ALFONSO BONILLA ARAGON,CALI,COLOMBIA,N,3.052
2326,AVA,AVIANCA,2023,1,BGA,BUCARAMANGA - PALONEGRO,BUCARAMANGA,COLOMBIA,CTG,CARTAGENA - RAFAEL NUQEZ,CARTAGENA,COLOMBIA,N,6.741
2327,AVA,AVIANCA,2023,1,BGA,BUCARAMANGA - PALONEGRO,BUCARAMANGA,COLOMBIA,CUC,CAMILO DAZA,CUCUTA,COLOMBIA,N,108.0
2328,AVA,AVIANCA,2023,1,BGA,BUCARAMANGA - PALONEGRO,BUCARAMANGA,COLOMBIA,CUN,CANCUN INTL,CANCUN,MEXICO,I,277.0
2329,AVA,AVIANCA,2023,1,BGA,BUCARAMANGA - PALONEGRO,BUCARAMANGA,COLOMBIA,CUR,HATO,CURACAO,ANTILLAS HOLANDESAS,I,32.0
2330,AVA,AVIANCA,2023,1,BGA,BUCARAMANGA - PALONEGRO,BUCARAMANGA,COLOMBIA,EZE,MINISTRO PISTARINI,EZEIZA,ARGENTINA,I,45.0
2331,AVA,AVIANCA,2023,1,BGA,BUCARAMANGA - PALONEGRO,BUCARAMANGA,COLOMBIA,FLL,FORT LAUDERDALE HOLLYWOOD INTL,FORT LAUDERDALE,ESTADOS UNIDOS,I,2.0
2332,AVA,AVIANCA,2023,1,BGA,BUCARAMANGA - PALONEGRO,BUCARAMANGA,COLOMBIA,GIG,RIO DE JANEIRO - GALEAO,RIO DE JANEIRO,BRASIL,I,31.0
2333,AVA,AVIANCA,2023,1,BGA,BUCARAMANGA - PALONEGRO,BUCARAMANGA,COLOMBIA,GRU,GUARULHOS,SAO PAULO,BRASIL,I,48.0
2334,AVA,AVIANCA,2023,1,BGA,BUCARAMANGA - PALONEGRO,BUCARAMANGA,COLOMBIA,GUA,LA AURORA,GUATEMALA,GUATEMALA,I,25.0
2335,AVA,AVIANCA,2023,1,BGA,BUCARAMANGA - PALONEGRO,BUCARAMANGA,COLOMBIA,GYE,SIMON BOLIVAR,GUAYAQUIL,ECUADOR,I,97.0
2336,AVA,AVIANCA,2023,1,BGA,BUCARAMANGA - PALONEGRO,BUCARAMANGA,COLOMBIA,IAD,DULLES INTL D.C.,WASHINGTON,ESTADOS UNIDOS,I,33.0
2337,AVA,AVIANCA,2023,1,BGA,BUCARAMANGA - PALONEGRO,BUCARAMANGA,COLOMBIA,JFK,JOHN F KENNEDY INTL,NEW YORK,ESTADOS UNIDOS,I,220.0
2338,AVA,AVIANCA,2023,1,BGA,BUCARAMANGA - PALONEGRO,BUCARAMANGA,COLOMBIA,LAX,LOS ANGELES INTL,LOS ANGELES,ESTADOS UNIDOS,I,164.0
2339,AVA,AVIANCA,2023,1,BGA,BUCARAMANGA - PALONEGRO,BUCARAMANGA,COLOMBIA,LET,LETICIA-ALFREDO VASQUEZ COBO,LETICIA,COLOMBIA,N,16.0
2340,AVA,AVIANCA,2023,1,BGA,BUCARAMANGA - PALONEGRO,BUCARAMANGA,COLOMBIA,LHR,HEATHROW,LONDRES,INGLATERRA,I,67.0
2341,AVA,AVIANCA,2023,1,BGA,BUCARAMANGA - PALONEGRO,BUCARAMANGA,COLOMBIA,LIM,CALLAO /INTL JORGE CHAVEZ,LIMA,PERU,I,40.0
